w_outcome,w_tool,w_trajectory,w_efficiency,mean_ReAct,mean_PlanExecute,mean_Reflection,mean_Single_slot,rank1,rank2,rank3,rank4
0.4,0.05,0.45,0.1,65.12,80.54,74.96,79.05,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.05,0.5,0.05,63.45,80.53,77.91,79.45,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.1,0.05,0.45,76.22,79.58,52.96,74.97,PlanExecute,ReAct,Single-slot,Reflection
0.4,0.1,0.1,0.4,74.55,79.57,55.94,75.38,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.1,0.15,0.35,72.88,79.56,58.91,75.79,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.1,0.2,0.3,71.21,79.56,61.86,76.2,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.1,0.25,0.25,69.54,79.55,64.81,76.61,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.1,0.3,0.2,67.87,79.54,67.76,77.02,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.1,0.35,0.15,66.2,79.53,70.71,77.43,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.1,0.4,0.1,64.53,79.52,73.66,77.84,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.1,0.45,0.05,62.86,79.51,76.62,78.25,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.15,0.05,0.4,73.96,78.55,54.63,74.17,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.15,0.1,0.35,72.29,78.54,57.61,74.58,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.15,0.15,0.3,70.62,78.53,60.56,74.99,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.15,0.2,0.25,68.95,78.52,63.51,75.4,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.15,0.25,0.2,67.28,78.51,66.47,75.81,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.15,0.3,0.15,65.61,78.5,69.42,76.22,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.15,0.35,0.1,63.94,78.49,72.37,76.63,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.15,0.4,0.05,62.27,78.49,75.32,77.04,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.2,0.05,0.35,71.7,77.52,56.3,73.37,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.2,0.1,0.3,70.03,77.51,59.27,73.78,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.2,0.15,0.25,68.36,77.5,62.22,74.19,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.2,0.2,0.2,66.69,77.49,65.17,74.6,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.2,0.25,0.15,65.02,77.48,68.12,75.01,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.2,0.3,0.1,63.35,77.47,71.08,75.42,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.2,0.35,0.05,61.68,77.46,74.03,75.83,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.25,0.05,0.3,69.43,76.49,57.97,72.57,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.25,0.1,0.25,67.76,76.48,60.93,72.98,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.25,0.15,0.2,66.09,76.47,63.88,73.39,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.25,0.2,0.15,64.42,76.46,66.83,73.8,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.25,0.25,0.1,62.75,76.45,69.78,74.21,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.25,0.3,0.05,61.08,76.44,72.73,74.62,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.3,0.05,0.25,67.17,75.45,59.63,71.77,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.3,0.1,0.2,65.5,75.44,62.58,72.18,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.3,0.15,0.15,63.83,75.43,65.53,72.59,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.3,0.2,0.1,62.16,75.43,68.49,73.0,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.3,0.25,0.05,60.49,75.42,71.44,73.41,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.35,0.05,0.2,64.91,74.42,61.29,70.97,PlanExecute,Single-slot,ReAct,Reflection
0.4,0.35,0.1,0.15,63.24,74.41,64.24,71.38,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.35,0.15,0.1,61.57,74.4,67.19,71.79,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.35,0.2,0.05,59.9,74.39,70.14,72.2,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.4,0.05,0.15,62.65,73.39,62.95,70.17,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.4,0.1,0.1,60.97,73.38,65.9,70.58,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.4,0.15,0.05,59.3,73.37,68.85,70.99,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.45,0.05,0.1,60.38,72.36,64.6,69.37,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.45,0.1,0.05,58.71,72.35,67.55,69.78,PlanExecute,Single-slot,Reflection,ReAct
0.4,0.5,0.05,0.05,58.12,71.32,66.26,68.57,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.05,0.05,0.45,76.38,78.45,52.07,73.86,PlanExecute,ReAct,Single-slot,Reflection
0.45,0.05,0.1,0.4,74.71,78.44,55.05,74.27,PlanExecute,ReAct,Single-slot,Reflection
0.45,0.05,0.15,0.35,73.04,78.44,58.02,74.68,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.05,0.2,0.3,71.37,78.43,60.97,75.09,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.05,0.25,0.25,69.7,78.42,63.92,75.49,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.05,0.3,0.2,68.03,78.41,66.87,75.9,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.05,0.35,0.15,66.36,78.4,69.83,76.31,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.05,0.4,0.1,64.69,78.39,72.78,76.72,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.05,0.45,0.05,63.02,78.38,75.73,77.13,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.1,0.05,0.4,74.12,77.42,53.74,73.06,PlanExecute,ReAct,Single-slot,Reflection
0.45,0.1,0.1,0.35,72.45,77.41,56.72,73.47,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.1,0.15,0.3,70.78,77.4,59.68,73.88,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.1,0.2,0.25,69.11,77.39,62.63,74.29,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.1,0.25,0.2,67.44,77.38,65.58,74.69,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.1,0.3,0.15,65.77,77.37,68.53,75.1,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.1,0.35,0.1,64.1,77.37,71.48,75.51,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.1,0.4,0.05,62.43,77.36,74.44,75.92,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.15,0.05,0.35,71.86,76.39,55.41,72.26,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.15,0.1,0.3,70.19,76.38,58.38,72.67,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.15,0.15,0.25,68.52,76.37,61.33,73.08,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.15,0.2,0.2,66.85,76.36,64.29,73.48,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.15,0.25,0.15,65.18,76.35,67.24,73.89,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.15,0.3,0.1,63.51,76.34,70.19,74.3,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.15,0.35,0.05,61.84,76.33,73.14,74.71,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.2,0.05,0.3,69.6,75.36,57.08,71.46,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.2,0.1,0.25,67.92,75.35,60.04,71.87,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.2,0.15,0.2,66.25,75.34,62.99,72.28,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.2,0.2,0.15,64.58,75.33,65.94,72.68,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.2,0.25,0.1,62.91,75.32,68.89,73.09,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.2,0.3,0.05,61.24,75.31,71.85,73.5,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.25,0.05,0.25,67.33,74.32,58.74,70.66,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.25,0.1,0.2,65.66,74.31,61.7,71.07,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.25,0.15,0.15,63.99,74.31,64.65,71.48,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.25,0.2,0.1,62.32,74.3,67.6,71.88,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.25,0.25,0.05,60.65,74.29,70.55,72.29,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.3,0.05,0.2,65.07,73.29,60.4,69.86,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.3,0.1,0.15,63.4,73.28,63.35,70.27,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.3,0.15,0.1,61.73,73.27,66.31,70.67,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.3,0.2,0.05,60.06,73.26,69.26,71.08,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.35,0.05,0.15,62.81,72.26,62.06,69.06,PlanExecute,Single-slot,ReAct,Reflection
0.45,0.35,0.1,0.1,61.14,72.25,65.01,69.47,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.35,0.15,0.05,59.46,72.24,67.96,69.87,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.4,0.05,0.1,60.54,71.23,63.72,68.26,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.4,0.1,0.05,58.87,71.22,66.67,68.66,PlanExecute,Single-slot,Reflection,ReAct
0.45,0.45,0.05,0.05,58.28,70.19,65.37,67.46,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.05,0.05,0.4,74.28,76.29,52.85,71.94,PlanExecute,ReAct,Single-slot,Reflection
0.5,0.05,0.1,0.35,72.61,76.28,55.83,72.35,PlanExecute,ReAct,Single-slot,Reflection
0.5,0.05,0.15,0.3,70.94,76.27,58.79,72.76,PlanExecute,Single-slot,ReAct,Reflection
0.5,0.05,0.2,0.25,69.27,76.26,61.74,73.17,PlanExecute,Single-slot,ReAct,Reflection
0.5,0.05,0.25,0.2,67.6,76.25,64.69,73.58,PlanExecute,Single-slot,ReAct,Reflection
0.5,0.05,0.3,0.15,65.93,76.25,67.65,73.99,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.05,0.35,0.1,64.26,76.24,70.6,74.4,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.05,0.4,0.05,62.59,76.23,73.55,74.81,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.1,0.05,0.35,72.02,75.26,54.52,71.14,PlanExecute,ReAct,Single-slot,Reflection
0.5,0.1,0.1,0.3,70.35,75.25,57.5,71.55,PlanExecute,Single-slot,ReAct,Reflection
0.5,0.1,0.15,0.25,68.68,75.24,60.45,71.96,PlanExecute,Single-slot,ReAct,Reflection
0.5,0.1,0.2,0.2,67.01,75.23,63.4,72.37,PlanExecute,Single-slot,ReAct,Reflection
0.5,0.1,0.25,0.15,65.34,75.22,66.35,72.78,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.1,0.3,0.1,63.67,75.21,69.3,73.19,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.1,0.35,0.05,62.0,75.2,72.25,73.6,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.15,0.05,0.3,69.76,74.23,56.19,70.34,PlanExecute,Single-slot,ReAct,Reflection
0.5,0.15,0.1,0.25,68.09,74.22,59.15,70.75,PlanExecute,Single-slot,ReAct,Reflection
0.5,0.15,0.15,0.2,66.41,74.21,62.11,71.16,PlanExecute,Single-slot,ReAct,Reflection
0.5,0.15,0.2,0.15,64.74,74.2,65.06,71.57,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.15,0.25,0.1,63.07,74.19,68.01,71.98,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.15,0.3,0.05,61.4,74.18,70.96,72.39,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.2,0.05,0.25,67.49,73.19,57.86,69.54,PlanExecute,Single-slot,ReAct,Reflection
0.5,0.2,0.1,0.2,65.82,73.19,60.81,69.95,PlanExecute,Single-slot,ReAct,Reflection
0.5,0.2,0.15,0.15,64.15,73.18,63.76,70.36,PlanExecute,Single-slot,ReAct,Reflection
0.5,0.2,0.2,0.1,62.48,73.17,66.71,70.77,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.2,0.25,0.05,60.81,73.16,69.67,71.18,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.25,0.05,0.2,65.23,72.16,59.52,68.74,PlanExecute,Single-slot,ReAct,Reflection
0.5,0.25,0.1,0.15,63.56,72.15,62.47,69.15,PlanExecute,Single-slot,ReAct,Reflection
0.5,0.25,0.15,0.1,61.89,72.14,65.42,69.56,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.25,0.2,0.05,60.22,72.13,68.37,69.97,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.3,0.05,0.15,62.97,71.13,61.17,67.94,PlanExecute,Single-slot,ReAct,Reflection
0.5,0.3,0.1,0.1,61.3,71.12,64.13,68.35,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.3,0.15,0.05,59.63,71.11,67.08,68.76,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.35,0.05,0.1,60.7,70.1,62.83,67.14,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.35,0.1,0.05,59.03,70.09,65.78,67.55,PlanExecute,Single-slot,Reflection,ReAct
0.5,0.4,0.05,0.05,58.44,69.06,64.49,66.34,PlanExecute,Single-slot,Reflection,ReAct
0.55,0.05,0.05,0.35,72.18,74.13,53.63,70.03,PlanExecute,ReAct,Single-slot,Reflection
0.55,0.05,0.1,0.3,70.51,74.12,56.61,70.44,PlanExecute,ReAct,Single-slot,Reflection
0.55,0.05,0.15,0.25,68.84,74.11,59.56,70.85,PlanExecute,Single-slot,ReAct,Reflection
0.55,0.05,0.2,0.2,67.17,74.1,62.51,71.26,PlanExecute,Single-slot,ReAct,Reflection
0.55,0.05,0.25,0.15,65.5,74.09,65.47,71.66,PlanExecute,Single-slot,ReAct,Reflection
0.55,0.05,0.3,0.1,63.83,74.08,68.42,72.07,PlanExecute,Single-slot,Reflection,ReAct
0.55,0.05,0.35,0.05,62.16,74.07,71.37,72.48,PlanExecute,Single-slot,Reflection,ReAct
0.55,0.1,0.05,0.3,69.92,73.1,55.3,69.23,PlanExecute,ReAct,Single-slot,Reflection
0.55,0.1,0.1,0.25,68.25,73.09,58.27,69.64,PlanExecute,Single-slot,ReAct,Reflection
0.55,0.1,0.15,0.2,66.58,73.08,61.22,70.05,PlanExecute,Single-slot,ReAct,Reflection
0.55,0.1,0.2,0.15,64.91,73.07,64.17,70.45,PlanExecute,Single-slot,ReAct,Reflection
0.55,0.1,0.25,0.1,63.23,73.06,67.12,70.86,PlanExecute,Single-slot,Reflection,ReAct
0.55,0.1,0.3,0.05,61.56,73.05,70.07,71.27,PlanExecute,Single-slot,Reflection,ReAct
0.55,0.15,0.05,0.25,67.65,72.06,56.97,68.43,PlanExecute,Single-slot,ReAct,Reflection
0.55,0.15,0.1,0.2,65.98,72.06,59.92,68.84,PlanExecute,Single-slot,ReAct,Reflection
0.55,0.15,0.15,0.15,64.31,72.05,62.88,69.25,PlanExecute,Single-slot,ReAct,Reflection
0.55,0.15,0.2,0.1,62.64,72.04,65.83,69.65,PlanExecute,Single-slot,Reflection,ReAct
0.55,0.15,0.25,0.05,60.97,72.03,68.78,70.06,PlanExecute,Single-slot,Reflection,ReAct
0.55,0.2,0.05,0.2,65.39,71.03,58.63,67.63,PlanExecute,Single-slot,ReAct,Reflection
0.55,0.2,0.1,0.15,63.72,71.02,61.58,68.04,PlanExecute,Single-slot,ReAct,Reflection
0.55,0.2,0.15,0.1,62.05,71.01,64.53,68.44,PlanExecute,Single-slot,Reflection,ReAct
0.55,0.2,0.2,0.05,60.38,71.0,67.49,68.85,PlanExecute,Single-slot,Reflection,ReAct
0.55,0.25,0.05,0.15,63.13,70.0,60.29,66.83,PlanExecute,Single-slot,ReAct,Reflection
0.55,0.25,0.1,0.1,61.46,69.99,63.24,67.24,PlanExecute,Single-slot,Reflection,ReAct
0.55,0.25,0.15,0.05,59.79,69.98,66.19,67.64,PlanExecute,Single-slot,Reflection,ReAct
0.55,0.3,0.05,0.1,60.86,68.97,61.94,66.03,PlanExecute,Single-slot,Reflection,ReAct
0.55,0.3,0.1,0.05,59.19,68.96,64.9,66.44,PlanExecute,Single-slot,Reflection,ReAct
0.55,0.35,0.05,0.05,58.6,67.93,63.6,65.23,PlanExecute,Single-slot,Reflection,ReAct
0.6,0.05,0.05,0.3,70.08,71.97,54.41,68.11,PlanExecute,ReAct,Single-slot,Reflection
0.6,0.05,0.1,0.25,68.41,71.96,57.38,68.52,PlanExecute,Single-slot,ReAct,Reflection
0.6,0.05,0.15,0.2,66.74,71.95,60.33,68.93,PlanExecute,Single-slot,ReAct,Reflection
0.6,0.05,0.2,0.15,65.07,71.94,63.28,69.34,PlanExecute,Single-slot,ReAct,Reflection
0.6,0.05,0.25,0.1,63.4,71.93,66.24,69.75,PlanExecute,Single-slot,Reflection,ReAct
0.6,0.05,0.3,0.05,61.72,71.92,69.19,70.16,PlanExecute,Single-slot,Reflection,ReAct
0.6,0.1,0.05,0.25,67.81,70.94,56.08,67.31,PlanExecute,ReAct,Single-slot,Reflection
0.6,0.1,0.1,0.2,66.14,70.93,59.04,67.72,PlanExecute,Single-slot,ReAct,Reflection
0.6,0.1,0.15,0.15,64.47,70.92,61.99,68.13,PlanExecute,Single-slot,ReAct,Reflection
0.6,0.1,0.2,0.1,62.8,70.91,64.94,68.54,PlanExecute,Single-slot,Reflection,ReAct
0.6,0.1,0.25,0.05,61.13,70.9,67.89,68.95,PlanExecute,Single-slot,Reflection,ReAct
0.6,0.15,0.05,0.2,65.55,69.9,57.74,66.51,PlanExecute,Single-slot,ReAct,Reflection
0.6,0.15,0.1,0.15,63.88,69.89,60.7,66.92,PlanExecute,Single-slot,ReAct,Reflection
0.6,0.15,0.15,0.1,62.21,69.88,63.65,67.33,PlanExecute,Single-slot,Reflection,ReAct
0.6,0.15,0.2,0.05,60.54,69.87,66.6,67.74,PlanExecute,Single-slot,Reflection,ReAct
0.6,0.2,0.05,0.15,63.29,68.87,59.4,65.71,PlanExecute,Single-slot,ReAct,Reflection
0.6,0.2,0.1,0.1,61.62,68.86,62.35,66.12,PlanExecute,Single-slot,Reflection,ReAct
0.6,0.2,0.15,0.05,59.95,68.85,65.31,66.53,PlanExecute,Single-slot,Reflection,ReAct
0.6,0.25,0.05,0.1,61.02,67.84,61.06,64.91,PlanExecute,Single-slot,Reflection,ReAct
0.6,0.25,0.1,0.05,59.35,67.83,64.01,65.32,PlanExecute,Single-slot,Reflection,ReAct
0.6,0.3,0.05,0.05,58.76,66.81,62.72,64.11,PlanExecute,Single-slot,Reflection,ReAct
0.65,0.05,0.05,0.25,67.97,69.81,55.19,66.2,PlanExecute,ReAct,Single-slot,Reflection
0.65,0.05,0.1,0.2,66.3,69.8,58.15,66.61,PlanExecute,Single-slot,ReAct,Reflection
0.65,0.05,0.15,0.15,64.63,69.79,61.1,67.02,PlanExecute,Single-slot,ReAct,Reflection
0.65,0.05,0.2,0.1,62.96,69.78,64.06,67.42,PlanExecute,Single-slot,Reflection,ReAct
0.65,0.05,0.25,0.05,61.29,69.77,67.01,67.83,PlanExecute,Single-slot,Reflection,ReAct
0.65,0.1,0.05,0.2,65.71,68.77,56.86,65.4,PlanExecute,ReAct,Single-slot,Reflection
0.65,0.1,0.1,0.15,64.04,68.76,59.81,65.81,PlanExecute,Single-slot,ReAct,Reflection
0.65,0.1,0.15,0.1,62.37,68.75,62.76,66.22,PlanExecute,Single-slot,Reflection,ReAct
0.65,0.1,0.2,0.05,60.7,68.75,65.71,66.62,PlanExecute,Single-slot,Reflection,ReAct
0.65,0.15,0.05,0.15,63.45,67.74,58.52,64.6,PlanExecute,Single-slot,ReAct,Reflection
0.65,0.15,0.1,0.1,61.78,67.73,61.47,65.01,PlanExecute,Single-slot,ReAct,Reflection
0.65,0.15,0.15,0.05,60.11,67.72,64.42,65.41,PlanExecute,Single-slot,Reflection,ReAct
0.65,0.2,0.05,0.1,61.18,66.71,60.17,63.8,PlanExecute,Single-slot,ReAct,Reflection
0.65,0.2,0.1,0.05,59.51,66.7,63.12,64.21,PlanExecute,Single-slot,Reflection,ReAct
0.65,0.25,0.05,0.05,58.92,65.68,61.83,63.0,PlanExecute,Single-slot,Reflection,ReAct
0.7,0.05,0.05,0.2,65.87,67.64,55.97,64.28,PlanExecute,ReAct,Single-slot,Reflection
0.7,0.05,0.1,0.15,64.2,67.63,58.92,64.69,PlanExecute,Single-slot,ReAct,Reflection
0.7,0.05,0.15,0.1,62.53,67.62,61.88,65.1,PlanExecute,Single-slot,ReAct,Reflection
0.7,0.05,0.2,0.05,60.86,67.62,64.83,65.51,PlanExecute,Single-slot,Reflection,ReAct
0.7,0.1,0.05,0.15,63.61,66.61,57.63,63.48,PlanExecute,ReAct,Single-slot,Reflection
0.7,0.1,0.1,0.1,61.94,66.6,60.58,63.89,PlanExecute,Single-slot,ReAct,Reflection
0.7,0.1,0.15,0.05,60.27,66.59,63.53,64.3,PlanExecute,Single-slot,Reflection,ReAct
0.7,0.15,0.05,0.1,61.35,65.58,59.29,62.68,PlanExecute,Single-slot,ReAct,Reflection
0.7,0.15,0.1,0.05,59.68,65.57,62.24,63.09,PlanExecute,Single-slot,Reflection,ReAct
0.7,0.2,0.05,0.05,59.08,64.55,60.94,61.88,PlanExecute,Single-slot,Reflection,ReAct
0.75,0.05,0.05,0.15,63.77,65.48,56.74,62.37,PlanExecute,ReAct,Single-slot,Reflection
0.75,0.05,0.1,0.1,62.1,65.47,59.7,62.78,PlanExecute,Single-slot,ReAct,Reflection
0.75,0.05,0.15,0.05,60.43,65.46,62.65,63.19,PlanExecute,Single-slot,Reflection,ReAct
0.75,0.1,0.05,0.1,61.51,64.45,58.4,61.57,PlanExecute,Single-slot,ReAct,Reflection
0.75,0.1,0.1,0.05,59.84,64.44,61.35,61.98,PlanExecute,Single-slot,Reflection,ReAct
0.75,0.15,0.05,0.05,59.24,63.42,60.06,60.77,PlanExecute,Single-slot,Reflection,ReAct
0.8,0.05,0.05,0.1,61.67,63.32,57.51,60.45,PlanExecute,ReAct,Single-slot,Reflection
0.8,0.05,0.1,0.05,60.0,63.31,60.47,60.86,PlanExecute,Single-slot,Reflection,ReAct
0.8,0.1,0.05,0.05,59.4,62.29,59.17,59.65,PlanExecute,Single-slot,ReAct,Reflection
0.85,0.05,0.05,0.05,59.56,61.16,58.29,58.54,PlanExecute,ReAct,Single-slot,Reflection
